a,v,t,Rpred,Mpred,Vpred
1.388621853293063646e+00,1.606926421096388280e+00,3.097745383430997590e-01,9.030351682308312977e-01,6.580564726641039419e-01,6.948980320824066359e-02
5.696756190799965314e-01,1.040711757712330821e+00,4.224386991842989936e-01,6.440229534904694519e-01,5.012754804384718099e-01,4.095547521153087428e-03
1.411317277852157659e+00,1.506906237843698815e+00,2.413909900513515339e-01,8.934734918666602521e-01,6.099049184579822258e-01,7.879965254860467339e-02
7.557861855309373489e-01,9.059659129726485016e-01,3.568838548010789813e-01,6.647905618736960065e-01,4.943574930325217998e-01,1.240567929605778698e-02
5.975773894779192741e-01,6.218444522100090577e-01,1.982526296195258331e-01,5.918455827393698243e-01,2.865140000851020274e-01,5.169592471812518505e-03
1.923328305879999922e+00,1.988872693231645172e+00,1.437117781472639910e-01,9.786527749132396536e-01,6.065902890804011349e-01,9.748087416718041742e-02
1.948448049611839039e+00,7.343022618958989778e-01,4.177536900371425777e-01,8.070181179682348604e-01,1.232416648593454456e+00,4.143257010398882501e-01
1.712596022174691646e+00,1.982631490945221620e+00,1.395874493634827462e-01,9.675619332850252663e-01,5.434671974262389460e-01,7.932821777032510180e-02
9.569206537600560836e-01,1.965919898849670888e+00,2.085525580318338401e-01,8.677522688842842502e-01,3.875576852338160627e-01,1.912661040365845264e-02
6.465081710095758050e-01,1.690727155862059572e+00,4.420437687989761111e-01,7.489591788538498829e-01,5.372419459967521238e-01,5.811044533162007183e-03
1.526349539768235397e+00,1.489134443122996476e+00,2.385877148314669016e-01,9.066109801467676643e-01,6.553603476033946773e-01,9.899300187270691775e-02
1.160228740609401843e+00,1.366710575376627101e+00,4.892181398056644204e-01,8.300098239896667174e-01,7.693702725062901981e-01,4.830125876872044810e-02
6.830573522671682385e-01,1.799152318066751910e+00,4.918937339095439398e-01,7.736302319202343902e-01,5.957788468256767223e-01,6.851145278646075289e-03
1.242765365166905278e+00,9.341592824292319630e-01,2.073104081814226840e-01,7.615036213928118025e-01,5.552035883333050759e-01,7.722848229030912504e-02
5.515827816728275934e-01,1.201521818727315560e+00,1.163912888999561884e-01,6.598753413672613366e-01,1.897852831976662991e-01,3.539355076367310150e-03
1.863980603118173152e+00,1.429084954049752998e+00,3.820253136821516460e-01,9.348556548158073465e-01,9.492151811815874307e-01,1.741166041533873110e-01
8.881699724000253759e-01,1.116785713804236746e+00,2.803946010593375004e-01,7.294621636964346845e-01,4.628838656317505462e-01,2.149821971112209421e-02
1.493783426530972847e+00,1.141229681135401908e+00,1.403011375838305319e-01,8.461540923593122709e-01,5.933906906681611915e-01,1.248561280638232213e-01
9.675666141341163762e-01,9.954270012531265532e-01,3.830091275912171911e-01,7.237504312945828300e-01,6.004971472513306319e-01,3.059028309079850697e-02
1.280102031766716220e+00,1.346347725026804110e+00,1.124699636447684947e-01,8.485742854470785801e-01,4.438930000030414380e-01,6.667670650324654391e-02
1.320065419014919472e+00,1.775861792022674024e+00,4.480786761968968968e-01,9.124763991832729459e-01,7.546880267485869265e-01,5.309403984987721981e-02
7.772816832882905036e-01,8.022925670094692707e-01,1.554610116453215007e-01,6.510385312748377951e-01,3.017910272259237137e-01,1.409247470962753969e-02
1.954376941646837729e+00,1.901649558130162010e+00,1.509247514986900018e-01,9.762593624619578803e-01,6.403894440124324738e-01,1.108705606295621732e-01
1.662699235041671830e+00,1.533631480622344556e+00,1.702689191874338093e-01,9.275713574081020374e-01,6.338239373719130043e-01,1.181210528622213124e-01
1.909248412346283619e+00,1.734909819020045152e+00,4.841065433968266829e-01,9.648508745401914721e-01,9.956696139747260865e-01,1.288874791626255789e-01
1.842241025641473184e+00,1.334286038945017516e+00,3.772677441015384048e-01,9.211500657217038812e-01,9.587472068092319777e-01,1.881545099826106016e-01
1.396849968216627769e+00,1.669275052136095283e+00,4.205486141854547499e-01,9.114707746724458604e-01,7.648675074605799651e-01,6.706451294146906217e-02
1.882811352534675242e+00,5.243005960092008699e-01,2.590539942931012196e-01,7.285264291834380179e-01,1.079713284966953291e+00,4.348949980956693384e-01
6.327387530778791902e-01,1.727570637169302703e+00,2.345250910019822388e-01,7.489651897094188326e-01,3.257108985789475275e-01,5.331512947407495394e-03
7.939742936287177422e-01,5.602082886280497220e-01,1.937936027132679817e-01,6.094000314533525309e-01,3.488445265560001785e-01,1.592224109063928791e-02
5.678409333658070990e-01,1.834870064544293689e+00,2.922592113249635748e-01,7.392192084339122005e-01,3.662908614243284844e-01,3.526520247272012763e-03
9.879954961448964568e-01,1.987944120857964903e+00,3.207314934136674123e-01,8.769738066311123514e-01,5.080850609552909347e-01,2.075891778744405614e-02
1.083015934534222957e+00,9.411011932651667244e-01,3.527099374611021299e-01,7.348221157292574857e-01,6.229424001715904158e-01,4.705837478866175400e-02
9.070235476608439207e-01,8.154778344286904845e-01,2.028474015994778112e-01,6.769209779036944319e-01,3.996295656987121081e-01,2.535373122115206976e-02
1.743106263727894012e+00,1.648045045787061014e+00,4.794616323611963216e-01,9.464811761143974156e-01,9.516963790455174044e-01,1.172013249329738882e-01
1.035129990040383863e+00,8.795395113803798903e-01,1.679033992828543598e-01,7.130897266085289843e-01,4.186886837731618738e-01,4.080372175068710389e-02
9.214017645310711435e-01,1.798343574758305197e+00,4.862612699065649302e-01,8.398344663767042251e-01,6.603793201851684280e-01,1.852773685791261546e-02
1.314044124737372643e+00,6.542638882362150632e-01,1.059424490030015237e-01,7.026045786798632564e-01,5.128598428039642387e-01,1.077381799566045767e-01
7.113863374621439695e-01,6.889327945690373323e-01,2.924502767267382897e-01,6.201293717219983348e-01,4.164948779485445618e-01,1.017660985361223437e-02
1.703295471131059502e+00,1.968727332650923367e+00,2.333471352466251203e-01,9.662135274129943774e-01,6.367038503450646036e-01,7.963252432515337265e-02
6.118259655196562896e-01,1.510758347405007029e+00,2.796493655721002947e-01,7.159217580676803250e-01,3.670932233759485186e-01,4.956750733203264814e-03
1.980330404900775942e+00,1.770330836643429162e+00,3.282658315923155934e-01,9.708534784374993620e-01,8.549727274463134741e-01,1.326499198244080191e-01
1.658367153944986239e+00,9.864940660272769613e-01,2.742356632050836351e-01,8.369857406817589052e-01,8.407328200962427278e-01,1.965335873992631877e-01
7.980735223012586088e-01,1.514725624280906624e+00,2.659387401206380064e-01,7.700976044729150871e-01,4.082468539542337127e-01,1.287613323379414171e-02
5.082831756854035987e-01,1.391362740962895916e+00,3.930893661653226401e-01,6.697835545463457496e-01,4.551135398356982997e-01,2.522660148806462298e-03
1.723192142682251182e+00,1.404725180184420497e+00,3.743505100345858594e-01,9.183855823192966783e-01,8.875887990851873965e-01,1.473060170595125451e-01
1.560286015771425561e+00,1.523798689306582244e+00,4.333085128143391307e-01,9.151001965738800870e-01,8.583482745645774070e-01,1.015949230116380136e-01
1.593510752061480851e+00,1.363038759693647961e+00,1.999835924957982236e-01,8.977083249978277113e-01,6.649391834951623448e-01,1.247547468649420066e-01
1.656905520028918666e+00,1.143593553953998976e+00,3.438114039016254564e-01,8.693048630662575382e-01,8.788819838925125971e-01,1.706385921297503272e-01
6.110669776011354859e-01,9.138840415708202602e-01,3.340779141571415534e-01,6.360925186589859726e-01,4.250759404583024370e-01,5.463673079691218522e-03
1.037698592816408860e+00,1.652871996369803087e+00,2.478951243490755130e-01,8.475073281741611897e-01,4.660655974599509088e-01,2.891812698749497007e-02
6.738035892876945709e-01,8.394086450047792969e-01,2.944230167610724092e-01,6.377464842695036440e-01,4.049938049759401193e-01,8.064669547131184113e-03
1.794655138813390227e+00,1.538531459231621268e+00,2.255128573222915100e-01,9.405390508813231687e-01,7.393896888737192530e-01,1.409979124386641081e-01
1.434947190241336878e+00,8.499992339739899094e-01,1.567377590467941006e-01,7.720114569299311169e-01,6.159406150425453808e-01,1.339598527791382443e-01
9.963470372789737795e-01,1.437995254931680789e+00,1.855204842650931552e-01,8.073282401437354983e-01,3.984596998078591135e-01,2.830223424481892805e-02
5.953375254290353968e-01,1.620617400693543431e+00,1.422054585604804466e-01,7.240846826312881124e-01,2.245234815479978663e-01,4.381851071652521565e-03
9.664734825734933032e-01,8.280708333598088000e-01,3.732278300760496492e-01,6.900404688577396195e-01,5.950314081849675807e-01,3.211333925620404178e-02
9.877749830401205688e-01,5.899149512919623639e-01,3.642909572436606735e-01,6.416891822688645108e-01,6.015404612714509991e-01,3.710526690121903476e-02
1.594409267507096217e+00,6.964606144912610652e-01,4.802425486319491510e-01,7.522117392337134278e-01,1.057631601280756950e+00,2.135032807834450486e-01
1.456336207032819630e+00,1.408995450906538327e+00,3.918713654588965589e-01,8.861466350038506024e-01,7.909921187716033586e-01,9.325691079316721088e-02
1.830819113864489811e+00,1.774169609338603237e+00,1.208183355024525785e-01,9.626077891529871700e-01,5.981972614776414066e-01,1.133313500067707064e-01
1.208322387742923887e+00,5.674952318531365503e-01,4.536980695715816525e-01,6.650135189108635769e-01,8.050482096055993075e-01,8.102936899136123361e-02
6.793913689074525530e-01,1.601226888562469419e+00,4.450700651782902861e-01,7.479784801763404989e-01,5.502859095473818796e-01,7.100950638965977321e-03
1.569867180834492615e+00,1.011977968925078297e+00,2.773281283090794913e-01,8.304290400741266565e-01,7.899180477892543406e-01,1.616539215273348762e-01
1.641177572925346162e+00,1.217792554879283839e+00,3.343452202111686367e-01,8.806514621316987590e-01,8.473362384669108627e-01,1.550189114114919053e-01
1.341915796354244295e+00,1.893289324768348436e+00,4.904313329890075401e-01,9.269418308353500890e-01,7.930369513841024620e-01,5.039927118575937559e-02
1.656450769931841371e+00,9.979572571037682582e-01,3.129217455392665492e-01,8.393051425401920618e-01,8.761144680749701763e-01,1.939183830498032446e-01
1.240693394546586115e+00,1.198005400909229134e+00,4.621287313504359728e-01,8.155309067865078587e-01,7.889028106060073098e-01,6.633030925657200372e-02
1.284099244072991031e+00,5.205236221410216579e-01,1.332155031240745968e-01,6.611456937345545626e-01,5.307518582639725313e-01,1.038124493175320157e-01
1.141311527537824499e+00,6.223980800072574926e-01,1.764207474834731393e-01,6.704785152530435832e-01,4.890327251000536890e-01,6.407442267589011364e-02
5.381286901161428382e-01,8.878873867021760402e-01,2.763019773765271747e-01,6.172276934332525666e-01,3.473510609172679731e-01,3.339913072942310955e-03
6.618371404899566768e-01,5.417783612316116049e-01,3.339027233349218804e-01,5.886939952457048708e-01,4.422514216081485650e-01,7.792905626905202374e-03
5.471437785301014323e-01,1.447062989072376515e+00,4.264911407451200676e-01,6.882072903073291892e-01,4.976535218876823041e-01,3.307058343960582545e-03
1.454615616895670538e+00,1.139597535202433676e+00,4.953048460572747613e-01,8.399258369488485920e-01,9.291961241077246747e-01,1.150448486988808888e-01
9.715339716144899551e-01,1.322217804092033155e+00,2.555405985896466170e-01,7.832283027445421375e-01,4.636499713325076266e-01,2.737355583996609054e-02
1.262856036747054045e+00,7.619707788444942675e-01,1.189662544560339819e-01,7.235739460973635850e-01,4.895076391487366840e-01,8.879939605744426034e-02
1.861349710889139475e+00,9.438980441549241762e-01,4.204686013181299087e-01,8.528240383468264074e-01,1.116231163639758828e+00,2.928353450645804767e-01
8.739383437233123608e-01,1.495736712279087666e+00,3.417522876331232640e-01,7.870411642995063239e-01,5.094664833528274039e-01,1.774562364075291804e-02
1.115574384553444709e+00,1.947954085445599670e+00,1.794171435472806664e-01,8.978066090661073195e-01,4.072371247244545023e-01,2.994753106357602931e-02
1.633326707814573009e+00,5.756251604033137959e-01,2.979313826485681105e-01,7.191368125933478295e-01,9.197284014294924148e-01,2.503925467462280174e-01
8.431972482374336941e-01,1.835576481282899186e+00,3.969240982134897289e-01,8.245889637430362518e-01,5.460284933869790081e-01,1.373164400100619457e-02
6.154698647431895431e-01,1.365321801966812743e+00,4.081647148274575310e-01,6.985314333642407281e-01,4.976601834151120896e-01,5.217040476264227754e-03
9.346271793706519837e-01,1.345879350133435626e+00,2.998473647995048008e-01,7.786636034480274304e-01,4.933614250739789542e-01,2.371905549801837237e-02
7.418319308810066293e-01,1.250417802811640389e+00,2.220858120515436518e-01,7.165880941156195227e-01,3.505804349706564405e-01,1.070097307326031873e-02
1.894546478513859711e+00,6.040911288562751391e-01,4.894970328153974704e-01,7.585009882755839872e-01,1.300206069309755907e+00,4.198927148246110463e-01
1.712180569346625436e+00,6.348152776042410572e-01,3.653450443825971838e-01,7.478009890721075692e-01,1.033697009942323941e+00,2.865451153496229586e-01
1.450105634765635143e+00,1.401368008488629080e+00,2.632950077385194931e-01,8.841296320047169477e-01,6.607841329906675165e-01,9.271073521153955221e-02
1.807190885281576564e+00,1.011437857153337561e+00,2.121852896818609835e-01,8.615067468197604716e-01,8.581090043223161823e-01,2.504922064996070175e-01
1.705508115348671749e+00,1.875902099866521011e+00,3.924411932014248983e-01,9.608104212885267836e-01,8.113947799588278054e-01,8.793042411115520318e-02
7.798550883290538138e-01,1.109885806039208500e+00,1.968733782375070851e-01,7.038189221209620872e-01,3.400856102066762698e-01,1.334062149299749048e-02
1.838838497734966548e+00,7.149221880539615714e-01,1.686839955894752774e-01,7.882862972962393355e-01,9.101799943089619038e-01,3.466604442164492039e-01
1.309013362873476138e+00,1.572078250253054144e+00,3.119335555848281594e-01,8.867405705835575969e-01,6.339586041329521304e-01,6.066676804037162557e-02
1.711160232746093746e+00,9.400301321615147643e-01,2.159949570576567557e-01,8.332088888664026527e-01,8.225433860049689017e-01,2.259126953484012490e-01
1.844136949885239796e+00,1.288205461033839816e+00,3.515620579694460623e-01,9.149497813046205685e-01,9.455854860618291280e-01,1.984854271115492341e-01
9.770052124577958130e-01,1.546749178257754931e+00,1.471754699496934105e-01,8.192363145362783206e-01,3.488213138214689146e-01,2.520023632823733400e-02
6.650778867915151382e-01,1.850396166803105480e+00,3.619764418269286743e-01,7.739336440861993571e-01,4.604349300136556522e-01,6.153249956853588942e-03
8.419027438129125240e-01,1.688286792202514208e+00,2.133186111990809097e-01,8.055536135410604759e-01,3.656898948046164444e-01,1.450611208340762438e-02
1.140661682939384525e+00,1.514541601809086036e+00,1.000971737738051009e-01,8.491025591282177487e-01,3.630202338851868937e-01,4.194516172506827789e-02
1.727022148883739616e+00,1.519449773592715491e+00,1.507744230696705656e-01,9.323980768588697732e-01,6.422424984534962356e-01,1.314441653324672499e-01
1.791095874884515160e+00,1.918886966048129805e+00,4.734461511340376516e-01,9.688383779218623371e-01,9.110615498215353103e-01,9.254522664616403327e-02
5.104281957967859995e-01,9.437361462448040639e-01,4.469418556461431935e-01,6.181514760355608651e-01,5.108451457590925671e-01,2.701536109548671391e-03
1.266120953866348486e+00,5.016681412942811669e-01,1.934436128144947364e-01,6.536613942142078804e-01,5.812575778651467573e-01,9.893722124221608627e-02
1.126116504723168488e+00,9.079318390972980213e-01,4.113487618181964622e-01,7.354470312950518451e-01,7.033759564951049814e-01,5.494362061328722513e-02
8.331617157060953183e-01,8.268370694401159238e-01,3.434286372695897205e-01,6.657197317982377349e-01,5.104159932729523952e-01,1.830068622942116266e-02
6.797980510005241506e-01,1.492751877670997374e+00,4.883618845799477803e-01,7.339525719970702022e-01,5.949037049917259568e-01,7.316920762456202536e-03
1.006422757105442045e+00,1.450567399648293510e+00,2.494422638136236658e-01,8.115149386291158340e-01,4.655754290086107083e-01,2.908713981378060337e-02
1.914364555868778739e+00,1.390192074057085669e+00,3.725842450068684863e-01,9.347061549891956256e-01,9.711965309341609176e-01,1.940087998465137575e-01
9.848043980311328438e-01,5.243651648141804955e-01,1.254142889695674390e-01,6.263049073816959744e-01,3.626261341280604400e-01,3.718267288394687398e-02
1.278185932615049092e+00,1.593167081675971097e+00,2.584989387265623773e-01,8.845624834138958725e-01,5.670305184740298543e-01,5.582959956768343557e-02
1.554528438342766883e+00,9.852956187282373435e-01,4.855270644752721632e-01,8.222505324566851126e-01,9.939507369783632251e-01,1.599004210844838236e-01
1.045444403568940972e+00,1.497583983509946703e+00,3.155923497800482425e-01,8.271612808049192411e-01,5.439794945733058551e-01,3.216238238679287181e-02
1.957673124081440896e+00,1.334867642753229999e+00,2.151518013339378532e-01,9.317084884694559754e-01,8.482813178838524149e-01,2.184652670478876013e-01
1.943670942413166847e+00,1.014096388141860761e+00,1.481083852514427646e-01,8.777259612032966007e-01,8.720780034956879812e-01,3.097247826952083116e-01
8.776734437380462328e-01,7.018644006561616244e-01,3.814113360726122393e-01,6.493100289878854792e-01,5.681218277344100009e-01,2.295050648005437371e-02
1.245872758838578065e+00,6.416283464907214240e-01,3.579424173718906976e-01,6.898433987374029686e-01,7.265681494267024476e-01,8.870344581914312021e-02
9.513174647251545490e-01,1.747277499668335343e+00,2.495754854415098700e-01,8.405351969928808176e-01,4.349822570129638910e-01,2.099711097453463640e-02
9.272607415662014185e-01,1.877596313122336991e+00,4.803765407463337356e-01,8.508167493951002136e-01,6.536292239373182600e-01,1.818781547449753802e-02
5.553304210317991929e-01,1.474682070146449364e+00,1.088811251951401354e-01,6.940103964671543446e-01,1.819408560589944046e-01,3.480795952387601144e-03
1.414346500969845266e+00,6.551511722907250590e-01,2.214895406527303268e-01,7.163871782302563274e-01,6.886282123498518315e-01,1.414394983091868951e-01
1.254018534843292176e+00,1.103040825332361141e+00,4.684277945198326298e-01,7.995098348706938252e-01,8.089327655688716145e-01,7.268260880520593936e-02
5.772181268749840832e-01,1.593408800157735783e+00,2.283741753277761521e-01,7.149900313337840263e-01,3.062550952593068310e-01,3.932954519040704304e-03
9.179696963549170974e-01,1.669731326015102102e+00,2.009011335420681776e-01,8.224101791825231267e-01,3.781528684018586883e-01,1.943276731597452789e-02
1.862398828949980434e+00,6.773279334366328897e-01,3.136881639724989346e-01,7.792764332446749931e-01,1.081594043166347552e+00,3.733928611140885367e-01
8.593428360004586875e-01,5.000460782680735683e-01,4.295206999682151805e-01,6.058046593783525946e-01,6.113488954160608557e-01,2.190622082305589829e-02
7.173423081368346388e-01,1.568205568820907558e+00,1.412587043513444385e-01,7.549039230403674638e-01,2.578590864328810239e-01,8.698008331581975547e-03
1.234179140416344467e+00,1.034894263979308393e+00,4.772082838582945019e-01,7.819804347540680878e-01,8.134884070477307327e-01,7.151647872871506884e-02
1.978475681165901001e+00,8.817219974273904359e-01,4.180291524724656371e-01,8.512533828933357416e-01,1.206198527864450476e+00,3.762741490314881476e-01
8.630829072672505653e-01,5.193462046842881596e-01,1.725001022206207879e-01,6.102204190293220032e-01,3.556714796910139809e-01,2.221910006700341181e-02
1.508203321108817718e+00,1.310449110142249518e+00,3.848031844792650924e-01,8.782994098779984826e-01,8.201901231521981916e-01,1.119491555296408258e-01
1.642429422993076482e+00,1.776726103138972501e+00,2.539834890550228819e-01,9.487362629984685825e-01,6.688013049302681257e-01,8.984516042453016826e-02
8.564563159885995036e-01,1.936447469408881794e+00,2.609178712305274539e-01,8.400342138202641085e-01,4.113089635163832969e-01,1.382020888143940633e-02
1.592324522917789364e+00,1.348617425919933943e+00,4.133160369755465302e-01,8.954289937096769902e-01,8.802025473045363979e-01,1.261693528711860801e-01
1.051674699078879893e+00,1.271691991609841255e+00,4.851139231922928508e-01,7.920630836176130174e-01,7.266467452923781600e-01,3.671302080228391190e-02
1.448458745890369270e+00,6.275845782338616008e-01,1.506623491388775771e-01,7.128017057219554475e-01,6.418064952566541193e-01,1.565126881070306453e-01
1.450294566141342001e+00,1.323309202313899702e+00,2.682520947515277809e-01,8.720478739995436435e-01,6.760018550210737942e-01,9.882474855553986803e-02
1.303662026112137662e+00,1.069968618448091879e+00,2.923766432337214227e-01,8.013697598979256931e-01,6.595690122653543597e-01,8.443746383934036537e-02
6.354346550816124539e-01,1.410702921325365455e+00,2.505247267819990520e-01,7.102111002724089683e-01,3.452118618099958569e-01,5.821480139217362001e-03
1.752953743383856899e+00,1.083089521814819989e+00,2.452756494864900272e-01,8.697336519171774416e-01,8.436804684133716314e-01,2.133356539031813215e-01
9.811700974576037515e-01,8.604486851755501764e-01,1.209074670246386152e-01,6.993588277903737271e-01,3.482364453380948355e-01,3.365412957707215880e-02
7.797777655997812918e-01,6.424479128425647501e-01,3.742154482250493741e-01,6.226864584153641857e-01,5.231273996845712260e-01,1.466060885797370456e-02
5.611627123321458743e-01,9.723776668833435943e-01,2.744857668480181756e-01,6.331285781240508781e-01,3.513147567902326629e-01,3.896484580917501574e-03
1.386339414782362667e+00,6.449672514316284744e-01,1.779175210575707211e-01,7.097445093461637322e-01,6.287575903716933201e-01,1.319937805246540752e-01
1.516346542763423511e+00,7.653454262359759008e-01,4.264134009208273568e-01,7.614288038277916559e-01,9.443712396612440330e-01,1.711936490435132796e-01
5.248817433917842834e-01,1.981004237869318896e+00,4.210242992606512136e-01,7.388100552227683249e-01,4.842987919288913590e-01,2.576500540542715854e-03
1.268139587448921413e+00,1.166155335359927880e+00,2.945566512355575206e-01,8.143984764431492218e-01,6.364503442298341529e-01,7.266010208597079023e-02
8.397436627969069312e-01,1.297807649757524828e+00,2.193802644591042184e-01,7.483489076652706240e-01,3.800738937603411194e-01,1.656121705593384050e-02
1.467759185614174733e+00,1.810427793105823024e+00,3.552370903185809725e-01,9.344577856180632525e-01,7.074629056926120541e-01,6.720719540323592811e-02
7.615496435074871062e-01,1.993353350736031704e+00,2.152608543109612305e-01,8.202493156413890318e-01,3.376103374420696968e-01,9.271592210633571723e-03
1.536406607153698811e+00,1.374071674017022238e+00,1.944031721294848247e-01,8.919805282973650717e-01,6.326928806939948746e-01,1.116737484593425117e-01
1.080103019450806112e+00,1.718710731566257532e+00,3.922058616105307260e-01,8.648749928556882516e-01,6.215071478987563847e-01,3.147039595775866921e-02
1.905094983105101836e+00,9.904115365050129016e-01,1.161300958883802886e-01,8.683934435686113673e-01,8.247491651169035487e-01,2.995468236233017056e-01
7.062814162189898770e-01,9.586159361709366555e-01,1.379073884138375949e-01,6.630805558087249363e-01,2.580605817505147170e-01,9.479835099091437137e-03
1.011599526575387653e+00,1.104055581491840243e+00,1.027152696094359163e-01,7.534062050997460958e-01,3.349006789380000182e-01,3.450958855591626517e-02
6.702102818608836055e-01,1.508760894010473752e+00,1.611772745901704773e-01,7.332523953130027916e-01,2.647908784607706512e-01,6.921859421054339656e-03
1.887040427417844057e+00,1.523287533882648148e+00,1.275960034841837898e-01,9.465716497598926082e-01,6.808065681946279257e-01,1.608001103839712120e-01
1.816009030071471519e+00,9.728591519741762728e-01,4.983209471119675049e-01,8.540494219023931910e-01,1.159215122760732797e+00,2.639487677161803658e-01
8.869124415727334121e-01,6.998148862049430319e-01,2.155239879816358561e-01,6.503719441998226936e-01,4.060983109966033178e-01,2.390568845315908797e-02
1.489976069051268670e+00,1.448594384698262960e+00,1.597072050676989208e-01,8.964484252434021805e-01,5.674808872422094641e-01,9.611559070096173385e-02
1.725833300301823803e+00,6.924887932831467197e-01,1.963985031983671858e-01,7.676555604278728628e-01,8.634546110774952155e-01,2.832069187144978795e-01
1.332801217399193439e+00,1.367738762343995162e+00,4.744502286160539040e-01,8.609166006123704085e-01,8.261475687216810471e-01,7.430203589493350469e-02
1.294475867534009783e+00,1.540133192084463420e+00,3.080640892097582517e-01,8.801303638020051556e-01,6.275621592387777836e-01,6.016567640950410550e-02
8.627784363506775245e-01,1.550917244591677457e+00,2.459272385231427716e-01,7.921769768516294663e-01,4.084658885412391083e-01,1.662478553122045954e-02
6.396541517088487616e-01,1.630208165989395219e+00,4.493565831636877617e-01,7.393840142606051824e-01,5.432850652858429719e-01,5.676509388734171310e-03
1.845823636929990075e+00,1.809289132348496754e+00,2.579961082196129962e-01,9.657635658882961494e-01,7.331647165787888998e-01,1.107418304069742038e-01
1.850627085744995792e+00,1.249938487947182653e+00,2.340034279830783270e-01,9.099619167869718028e-01,8.409825990748680535e-01,2.089033864689179565e-01
