a,v,t,Rpred,Mpred,Vpred
1.844136949885239796e+00,1.933477247344630001e+00,3.020827094306552940e-01,9.724976668531752910e-01,7.527476486613542406e-01,9.622098279619165084e-02
9.770052124577958130e-01,1.793191425898176039e+00,4.868506461036682387e-01,8.521995134956981133e-01,6.787435781915200916e-01,2.228663605300775646e-02
6.650778867915151382e-01,1.714274112087317059e+00,2.671043917100398568e-01,7.577027359929325856e-01,3.670839631601869324e-01,6.388044386988737770e-03
8.419027438129125240e-01,1.482862970958532589e+00,4.936441276145991930e-01,7.770273453071575576e-01,6.509277652082614551e-01,1.568062407637470929e-02
1.140661682939384525e+00,1.326286055913708850e+00,3.671679995214508496e-01,8.194822584446428415e-01,6.419361530143137262e-01,4.678342856703180536e-02
1.727022148883739616e+00,6.304801398671151524e-01,3.538685093015766503e-01,7.481657037740911953e-01,1.033648315056455713e+00,2.963881136135922967e-01
1.791095874884515160e+00,1.112679819606048115e+00,1.663819581183140217e-01,8.800513195408009581e-01,7.781557484571688388e-01,2.206131683175427682e-01
5.104281957967859995e-01,1.059032775518470970e+00,4.527711033218576597e-01,6.319427223258652360e-01,5.163643057818443349e-01,2.670074865449920641e-03
1.266120953866348486e+00,8.896306756404892546e-01,2.709958751682460809e-01,7.551702296892118804e-01,6.341537377046311263e-01,8.436572302774950072e-02
1.126116504723168488e+00,1.585130170532877525e+00,1.648933623129917314e-01,8.563182422568219598e-01,4.180308402303190007e-01,3.864828741752011215e-02
8.331617157060953183e-01,1.243813602618156100e+00,1.050430079903036246e-01,7.381350472144050379e-01,2.645564624896551975e-01,1.637828402882581316e-02
6.797980510005241506e-01,6.215693238614719007e-01,3.239022734553530514e-01,6.040912757457505000e-01,4.377448388163965864e-01,8.588991957171507666e-03
1.006422757105442045e+00,8.302748029247170036e-01,3.109598488490705748e-01,6.975392898299910271e-01,5.504083254342102549e-01,3.735575125411311898e-02
1.914364555868778739e+00,1.524888145489393887e+00,3.877414489476634918e-01,9.487870435768757105e-01,9.511545831490425540e-01,1.657174938942542475e-01
9.848043980311328438e-01,6.141962892354502213e-01,4.561032212071208791e-01,6.467681415537263057e-01,6.914317535121369263e-01,3.647524375967850507e-02
1.278185932615049092e+00,1.776810371073153094e+00,1.317626338572118194e-01,9.064545961817332964e-01,4.241543012766454956e-01,4.873453210130267166e-02
1.554528438342766883e+00,1.242719790520961487e+00,3.925985961361450061e-01,8.734533000212709730e-01,8.597544101049956478e-01,1.295346920203200303e-01
1.045444403568940972e+00,1.220879865989972002e+00,1.749647776390328979e-01,7.818298760155772964e-01,4.162968487516167104e-01,3.683532540910185171e-02
1.957673124081440896e+00,1.388611676989276456e+00,4.432708212628656552e-01,9.381064677124946183e-01,1.060915963918271476e+00,2.049123515742066470e-01
1.943670942413166847e+00,1.737021448887723807e+00,4.276254055446624402e-01,9.669523294783729517e-01,9.501299922787077579e-01,1.331616758737285688e-01
8.776734437380462328e-01,1.021713811853289577e+00,3.163175019942177646e-01,7.102772755580484265e-01,4.969500611686131775e-01,2.118534010205358128e-02
1.245872758838578065e+00,1.517024228838595334e+00,3.840971194493246754e-01,8.687577152946996950e-01,6.869434309080055812e-01,5.469285486010733166e-02
9.513174647251545490e-01,1.348597945993686542e+00,2.257400452734993623e-01,7.829506259997102147e-01,4.253368731999299657e-01,2.518328196148820683e-02
9.272607415662014185e-01,9.005424052541319835e-01,2.884671595731258531e-01,6.974190529274300054e-01,4.917434698820522532e-01,2.692280335535703409e-02
5.553304210317991929e-01,1.817944979532736927e+00,4.286547590841887079e-01,7.329340612390459198e-01,4.998094814530550378e-01,3.264693902610766012e-03
1.414346500969845266e+00,1.696139032410392211e+00,2.837060788692855606e-01,9.167455449396193501e-01,6.312145036017147159e-01,6.772368257251791535e-02
1.254018534843292176e+00,1.487677751987638297e+00,2.431193061301767377e-01,8.659454924536129639e-01,5.515882804534546491e-01,5.689528352683941026e-02
5.772181268749840832e-01,1.775872593641362851e+00,2.976849789001199675e-01,7.359581907460577277e-01,3.743793011003279103e-01,3.788979080318227808e-03
9.179696963549170974e-01,1.800941301439703546e+00,4.312997009748873456e-01,8.393243571985113949e-01,6.042589622758164358e-01,1.828884983217082122e-02
1.862398828949980434e+00,1.562544465072552180e+00,2.340832189483491033e-01,9.483425318997954490e-01,7.684632798318502545e-01,1.492744690028598165e-01
8.593428360004586875e-01,1.755519992545508057e+00,1.695046372542975410e-01,8.188526743839180666e-01,3.255858910337551260e-01,1.510189688821304138e-02
7.173423081368346388e-01,1.546207192503925576e+00,3.848056081323123490e-01,7.519724457835460507e-01,5.017048805723436367e-01,8.752466356693458169e-03
1.234179140416344467e+00,1.520211157640450672e+00,4.303912850832327663e-01,8.671755264141547404e-01,7.284817005457131511e-01,5.306922406058817154e-02
1.978475681165901001e+00,1.427917067322776568e+00,1.402549914094133321e-01,9.440171633653220429e-01,7.554708045977989173e-01,2.002731791742801137e-01
8.630829072672505653e-01,1.629074959336461959e+00,1.959496451023778896e-01,8.031385016727344839e-01,3.565522360567610072e-01,1.613737326329248850e-02
1.508203321108817718e+00,7.379076579396105506e-01,1.567887959043975654e-01,7.526721171610549765e-01,6.732232334029261134e-01,1.707740651111461783e-01
1.642429422993076482e+00,1.821306138798392649e+00,2.391765646328666561e-01,9.521825798532431717e-01,6.469487441116362758e-01,8.590164144914200217e-02
8.564563159885995036e-01,1.807765291617847936e+00,2.801403915621650809e-01,8.246640150754619425e-01,4.339549091739888786e-01,1.461218036183384826e-02
1.592324522917789364e+00,5.438709245518387192e-01,3.995305347853226330e-01,7.039166622397421413e-01,9.965499510805518879e-01,2.318362379648633287e-01
1.051674699078879893e+00,1.738725125847143893e+00,3.604590339526696496e-01,8.615916694041945156e-01,5.791691707402812916e-01,2.871681469851964513e-02
1.448458745890369270e+00,6.933048012101677982e-01,3.483714269913724682e-01,7.318881392725171686e-01,8.328342531700461127e-01,1.513929570515827050e-01
1.450294566141342001e+00,1.002678281388712733e+00,2.409499786438617785e-01,8.106407320770023794e-01,6.902671465887708635e-01,1.257727541217818767e-01
1.303662026112137662e+00,1.615262384437411658e+00,4.365790212339040188e-01,8.914613965483255686e-01,7.525235775399210514e-01,5.806700207427281657e-02
6.354346550816124539e-01,7.411398440724623615e-01,2.885148669592658699e-01,6.156076235325775858e-01,3.876339346652599716e-01,6.501684983548116845e-03
1.752953743383856899e+00,1.726950536178593287e+00,4.916419752060617876e-01,9.537907541325105765e-01,9.522655915198203758e-01,1.090382501339291349e-01
9.811700974576037515e-01,1.748201266936612930e+00,3.536568553182947161e-01,8.475202338497146437e-01,5.487010233804249237e-01,2.311211576664317507e-02
7.797777655997812918e-01,1.261201600641254306e+00,1.505058966258011055e-01,7.277936151888081406e-01,2.913465014739955450e-01,1.281197875898744225e-02
5.611627123321458743e-01,5.095788075752503143e-01,3.704710248301735787e-01,5.710059610860511725e-01,4.486648137445902185e-01,4.065100974594142678e-03
1.386339414782362667e+00,9.305571997623691693e-01,2.300416061726796024e-01,7.841587196040684660e-01,6.533798309930429760e-01,1.132219550580198381e-01
1.516346542763423511e+00,1.425390377563613420e+00,3.745308786744390162e-01,8.967279511253823943e-01,7.965745984691885440e-01,1.029227163850334470e-01
5.248817433917842834e-01,1.971779267041135153e+00,1.278564592649623077e-01,7.378746121881438746e-01,1.911779695582099814e-01,2.581160878796414856e-03
1.268139587448921413e+00,1.447720290525002618e+00,1.699525748703837602e-01,8.624644393772790130e-01,4.874555536053970517e-01,6.047140549628488015e-02
8.397436627969069312e-01,8.897053715962397469e-01,4.422949035623146008e-01,6.785518081272161606e-01,6.108200739642336563e-01,1.858842463696289138e-02
1.467759185614174733e+00,1.451008554649416915e+00,1.908718228094059555e-01,8.937594813142432093e-01,5.891769146503651466e-01,9.202186579283849754e-02
7.615496435074871062e-01,1.309978069573783266e+00,4.348164500971760660e-01,7.305890725071648717e-01,5.688683323715783002e-01,1.159618251932362926e-02
1.536406607153698811e+00,1.669768092726715336e+00,2.117104353817641782e-01,9.286041453470185170e-01,6.060827099706758148e-01,8.531599368935456618e-02
1.080103019450806112e+00,6.604709582404375556e-01,3.571527640234830603e-01,6.711468520538914628e-01,6.370382447801002934e-01,5.135385149695752272e-02
1.905094983105101836e+00,1.641541853753041957e+00,3.776602294039324015e-01,9.580046265122630356e-01,9.091984988745235308e-01,1.430687687365511662e-01
7.062814162189898770e-01,1.311899868014165360e+00,3.050619012580211842e-01,7.163789959497849358e-01,4.215528526069141080e-01,8.795580225735139673e-03
1.011599526575387653e+00,1.944488005788491902e+00,2.221242706786925314e-01,8.772931631774392169e-01,4.184070886308972059e-01,2.277712888071580302e-02
6.702102818608836055e-01,1.012808249058029020e+00,1.850577505484384544e-01,6.634695896713800334e-01,2.932312373572543152e-01,7.683130437772303471e-03
1.887040427417844057e+00,1.448932839700922237e+00,1.132757418249704939e-01,9.390145031541913268e-01,6.850331711380626132e-01,1.752098839463587798e-01
1.816009030071471519e+00,1.898042158265026202e+00,2.215785604962895450e-01,9.691374118505451385e-01,6.704399161595966383e-01,9.721442992198110755e-02
8.869124415727334121e-01,6.537645919860188837e-01,3.612651162125132265e-01,6.410287372286500585e-01,5.525880223482073639e-01,2.413273687122059752e-02
1.489976069051268670e+00,1.905842730854676592e+00,4.753219273793930499e-01,9.447817305144515787e-01,8.230495355858418183e-01,6.384784130528980972e-02
1.725833300301823803e+00,1.531828583451219972e+00,4.484817929052208330e-01,9.336204389442387397e-01,9.370198717125823862e-01,1.295336367279595058e-01
1.332801217399193439e+00,6.017555886577579116e-01,4.064259106141210331e-01,6.904065370305462190e-01,8.281487315373643465e-01,1.160817153374697347e-01
1.294475867534009783e+00,9.514453504202243783e-01,4.153789373013194730e-01,7.741025189212300539e-01,7.883053442852874237e-01,8.826976966568775285e-02
8.627784363506775245e-01,1.562258132967922375e+00,3.659939613903980815e-01,7.937832483863909161e-01,5.282397812840029516e-01,1.655137778662974651e-02
6.396541517088487616e-01,6.010259022031575471e-01,2.041147430264012019e-01,5.949456288961627592e-01,3.051625772169307971e-01,6.773749475164492738e-03
1.845823636929990075e+00,1.373255690264409967e+00,4.628780122823319410e-01,9.265448755893233024e-01,1.036206503950581226e+00,1.810583392118267076e-01
1.850627085744995792e+00,1.018824585429435103e+00,3.682929247623336622e-01,8.682375158164732376e-01,1.037171876549874749e+00,2.669312653196462271e-01
